H	20240903 06:14:01	VoucherInfo	T
Record Type	Date	Vendor Code	Dealer Code	Dealer Name	Receipt no	Type	Voucher No	Quantity	Value	Order ID	Primary Dealer ID	Order Action ID	Voucher Type ID
D	02 SEP 2024 11:38:43	V6869	D6876	ERAJAYA @ Novena Square	1012678472	Singtel Rewards Voucher	0010224007Fw2425	1	200	413825995A	D6876	413825996A	22
D	02 SEP 2024 11:41:27	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252827Lv2425	1	80	413827506A	D2634	413827509A	25
D	02 SEP 2024 11:48:30	V1638	D0697	Novel Communication @ Hillion Mall	1012678480	Singtel Voucher (SIM Only)	0010140438fU2425	1	100		D0697		24
D	02 SEP 2024 11:50:00	V6869	D6876	ERAJAYA @ Novena Square	1012678482	Singtel Red Voucher	0009782228fj2324	2	80	413827474A	D6876	413827475A	25
D	02 SEP 2024 11:59:31	T0001	D2635	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 2)	 	Singtel Red Voucher	0009900412Um2425	1	80	413829348A	D2634	413829349A	25
D	02 SEP 2024 12:04:50	V6869	D6880	ERAJAYA @ Great World City	1012678501	Singtel Prestige Voucher	0010001279uS2425	4	120	413827383A	D6880	413827384A	2
D	02 SEP 2024 12:05:07	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901581	Singtel Red Voucher	0010190335LB2425	5	80	413827222A	D2531	413827223A	25
D	02 SEP 2024 12:07:52	V1638	D0695	Novel Communication @ West Mall	1012678503	Singtel Red Voucher	0010235023ur2425	3	80	413828931A	D0695	413828932A	25
D	02 SEP 2024 12:09:41	T0001	D2506	Singtel Shop Causeway Point	12901584	Singtel Red Voucher	0010252819ln2425	2	80	413827792A	D2506	413827793A	25
D	02 SEP 2024 12:13:16	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012678507	Singtel Red Voucher	0010252413Hq2425	3	80	413823989A	D0532	413823990A	25
D	02 SEP 2024 12:20:05	T0001	D2512	Singtel Shop 313@somerset	12901599	Singtel Red Voucher	0010252818vc2425	5	80	413829920A	D2512	413829921A	25
D	02 SEP 2024 12:20:42	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252414DI2425	1	80	413831480A	D2606	413831481A	25
D	02 SEP 2024 12:22:47	V1638	D0689	Novel Communication @ Clementi Mall	1012678520	Singtel Rewards Voucher	0010223581KL2425	2	200	413829761A	D0689	413829762A	22
D	02 SEP 2024 12:23:20	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012678522	Singtel Prestige Voucher	0009632426Tp2324	1	170	413829631A	D0595	413829632A	2
D	02 SEP 2024 12:23:20	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012678522	Singtel Red Voucher	0010020625kE2425	1	80	413829631A	D0595	413829632A	25
D	02 SEP 2024 12:28:40	V9995	D8259	DS INHOUSE EVENT - TOA PAYOH POS	 	Singtel Red Voucher	0010252416ZZ2425	1	80	413832339A	D8249	413832340A	25
D	02 SEP 2024 12:39:10	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901620	Singtel Red Voucher	0010252821Jf2425	3	80	413832958A	D2531	413832959A	25
D	02 SEP 2024 12:39:42	V9995	D8273	QXDigital Asia (DT)	 	Singtel Red Voucher	0010252415II2425	1	80	413833600A	D8249	413833601A	25
D	02 SEP 2024 12:40:51	T0001	D2654	DIGITAL TELESALES (CHAT)	 	Singtel Red Voucher	0010252824LN2425	1	80	413833680A	D2567	413833683A	25
D	02 SEP 2024 12:46:33	V1638	D0693	Novel Communication @ Tiong Bahru Plaza	1012678549	Singtel Prestige Voucher	0010175263Ms2425	1	120	413833651A	D0693	413833652A	2
D	02 SEP 2024 12:46:33	V1638	D0693	Novel Communication @ Tiong Bahru Plaza	1012678549	Singtel Red Voucher	0010252822Ft2425	1	80	413833651A	D0693	413833652A	25
D	02 SEP 2024 12:52:50	V1638	D0808	Novel Communication @ North Point	1012678560	Singtel Rewards Voucher	0010214747Yu2425	1	200	413833629A	D0808	413833630A	22
D	02 SEP 2024 13:03:07	V1650	D1652	Polaris Telecom Pte Ltd @ Yishun 106 (Call Mobile Pte Ltd)	1012678571	Singtel Red Voucher	0010252826nS2425	1	80	413835127A	D1652	413835128A	25
D	02 SEP 2024 13:07:04	V6869	D6876	ERAJAYA @ Novena Square	1012678573	Singtel Red Voucher	0010252823zb2425	2	80	413834202A	D6876	413834203A	25
D	02 SEP 2024 13:10:02	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252419cK2425	1	80	413836790A	D2634	413836791A	25
D	02 SEP 2024 13:11:43	V6869	D6880	ERAJAYA @ Great World City	1012678581	Singtel Prestige Voucher	0010102127II2425	2	120	413835898A	D6880	413835899A	2
D	02 SEP 2024 13:11:43	V6869	D6880	ERAJAYA @ Great World City	1012678581	Singtel Red Voucher	0010252828zt2425	2	80	413835898A	D6880	413835899A	25
D	02 SEP 2024 13:11:54	T0001	D2509	Singtel Shop Tampines	12901655	Singtel Red Voucher	0010041505ZR2425	5	80	413831675A	D2509	413831676A	25
D	02 SEP 2024 13:12:32	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252424Ek2425	1	80	413837031A	D2634	413837033A	25
D	02 SEP 2024 13:12:34	V1638	D0808	Novel Communication @ North Point	1012678582	Singtel Prestige Voucher	0010002897mx2425	1	120	413835058A	D0808	413835059A	2
D	02 SEP 2024 13:13:02	T0001	D2506	Singtel Shop Causeway Point	12901657	Singtel Red Voucher	0010252418kF2425	1	80	413835727A	D2506	413835728A	25
D	02 SEP 2024 13:19:25	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252895Wh2425	1	80	413837700A	D2634	413837702A	25
D	02 SEP 2024 13:20:18	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252421Wj2425	1	80	413837775A	D2606	413837776A	25
D	02 SEP 2024 13:22:27	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012678596	Singtel Rewards Voucher	0010211130HB2425	4	200	413836462A	D6875	413836463A	22
D	02 SEP 2024 13:23:04	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0010182553iJ2425	1	80	413838215A	INT1	413838216A	25
D	02 SEP 2024 13:23:04	T0001	D2519	Eshop Delivery	 	Singtel-UOB Voucher	0010004889ze2425	1	300	413838215A	INT1	413838216A	20
D	02 SEP 2024 13:24:50	T0001	D2511	Singtel Shop Bugis Junction	12901668	Singtel Rewards Voucher	0010202683Hc2425	1	150	413838136A	D2511	413838137A	22
D	02 SEP 2024 13:26:35	T0001	D2512	Singtel Shop 313@somerset	12901671	Singtel Red Voucher	0010252833pJ2425	3	80	413837719A	D2512	413837720A	25
D	02 SEP 2024 13:27:22	T0001	D2533	Singtel Shop Jurong Point	12901673	Singtel Red Voucher	0010252420XW2425	5	80	413837814A	D2533	413837815A	25
D	02 SEP 2024 13:34:32	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010214836Pc2425	1	200	413839483A	INT1	413839484A	22
D	02 SEP 2024 13:34:40	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252423Od2425	1	80	413839521A	D2634	413839523A	25
D	02 SEP 2024 13:37:44	V1453	D0345	3 Mobile @ Compass One	1012678608	Singtel Rewards Voucher	0010210186zT2425	2	200	413838878A	D0345	413838879A	22
D	02 SEP 2024 13:38:45	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0010135367rI2425	1	550	413839800A	INT1	413839801A	2
D	02 SEP 2024 13:43:22	T0001	D2511	Singtel Shop Bugis Junction	12901686	Singtel Voucher (XO Plus 288)	0009896808of2425	3	500	413838811A	D2511	413838812A	26
D	02 SEP 2024 13:46:25	V1650	D1655	Rigel Telecom Pte Ltd @ Sun Plaza	1012678621	Singtel Prestige Voucher	0010031884jn2425	2	120	413839972A	D1655	413839973A	2
D	02 SEP 2024 13:50:25	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252836gR2425	1	80	413841182A	D2634	413841185A	25
D	02 SEP 2024 13:55:35	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010252892aG2425	1	80	413841625A	D2623	413841628A	25
D	02 SEP 2024 13:56:33	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901699	Singtel Red Voucher	0010252848wn2425	6	80	413840858A	D2531	413840859A	25
D	02 SEP 2024 14:03:41	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252852ov2425	1	80	413842504A	D2634	413842506A	25
D	02 SEP 2024 14:07:50	V6869	D6877	ERAJAYA @ Toa Payoh	1012678640	Singtel Red Voucher	0010252835Xy2425	2	80	413841276A	D6877	413841277A	25
D	02 SEP 2024 14:09:45	T0001	D2509	Singtel Shop Tampines	12901715	Singtel Rewards Voucher	0010229970Rz2425	1	200	413842167A	D2509	413842168A	22
D	02 SEP 2024 14:11:17	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901720	Singtel Red Voucher	0010252834IQ2425	4	80	413840365A	D2531	413840366A	25
D	02 SEP 2024 14:11:57	V2456	D0597	Trends n Trendies Pte Ltd @ Bugis Junction (Samsung Concept 	1012678642	Singtel Red Voucher	0010252422OX2425	2	80	413837322A	D0597	413837323A	25
D	02 SEP 2024 14:18:49	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0010085885AF2425	1	80	413843888A	INT1	413843889A	25
D	02 SEP 2024 14:24:42	V1638	D0666	Novel Communications @ Parkway Parade	1012678657	Singtel Prestige Voucher	0009809168JH2324	3	120	413843644A	D0666	413843645A	2
D	02 SEP 2024 14:29:30	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252854MH2425	1	80	413844968A	D2634	413844970A	25
D	02 SEP 2024 14:33:46	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252830fg2425	1	80	413845549A	D2634	413845550A	25
D	02 SEP 2024 14:37:21	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252838pA2425	1	80	413845780A	D2606	413845781A	25
D	02 SEP 2024 14:40:02	T0001	D2509	Singtel Shop Tampines	12901755	Singtel Red Voucher	0010252837yb2425	4	80	413844042A	D2509	413844043A	25
D	02 SEP 2024 14:43:38	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010173427Zu2425	1	80	413846551A	D2606	413846553A	25
D	02 SEP 2024 14:49:30	T0001	D2512	Singtel Shop 313@somerset	12901769	Singtel Red Voucher	0010252839yX2425	3	80	413845674A	D2512	413845675A	25
D	02 SEP 2024 14:55:29	T0001	D2506	Singtel Shop Causeway Point	12901776	Singtel Red Voucher	0010252856dD2425	2	80	413846071A	D2506	413846072A	25
D	02 SEP 2024 14:59:22	T0001	D2512	Singtel Shop 313@somerset	12901782	Singtel Red Voucher	0010252855HB2425	5	80	413846052A	D2512	413846053A	25
D	02 SEP 2024 15:03:07	V1638	D0689	Novel Communication @ Clementi Mall	1012678695	Singtel Red Voucher	0010252857FN2425	2	80	413846408A	D0689	413846409A	25
D	02 SEP 2024 15:04:31	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010212342bs2425	1	200	413848680A	INT1	413848681A	22
D	02 SEP 2024 15:04:55	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0010178724qW2425	1	170	413848723A	INT1	413848724A	2
D	02 SEP 2024 15:18:38	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009810773hV2324	1	120	413850075A	INT1	413850076A	2
D	02 SEP 2024 15:21:05	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901817	Singtel Prestige Voucher	0009543969tJ2324	1	120	413849333A	D2531	413849334A	2
D	02 SEP 2024 15:21:05	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901817	Singtel Red Voucher	0009616435Sr2324	1	80	413849333A	D2531	413849334A	25
D	02 SEP 2024 15:32:49	V6869	D6877	ERAJAYA @ Toa Payoh	1012678723	Singtel Rewards Voucher	0010222230Ha2425	2	200	413851247A	D6877	413851248A	22
D	02 SEP 2024 15:35:10	V9995	D8258	DS INHOUSE EVENT - JURONG POINT POS	 	Singtel Red Voucher	0010252861Zc2425	1	80	413851904A	D8249	413851909A	25
D	02 SEP 2024 15:36:08	T0001	D2509	Singtel Shop Tampines	12901832	Singtel Prestige Voucher	0010002807jD2425	1	120	413850913A	D2509	413850914A	2
D	02 SEP 2024 15:36:08	T0001	D2509	Singtel Shop Tampines	12901832	Singtel Red Voucher	0009799541OJ2324	1	80	413850913A	D2509	413850914A	25
D	02 SEP 2024 15:36:53	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901833	Singtel Prestige Voucher	0009846080YQ2324	1	120	413851368A	D2531	413851369A	2
D	02 SEP 2024 15:37:10	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Prestige Voucher	0010176784fV2425	1	120	413852082A	D2634	413852083A	2
D	02 SEP 2024 15:37:10	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252832aq2425	1	80	413852082A	D2634	413852083A	25
D	02 SEP 2024 15:37:57	V1638	D0695	Novel Communication @ West Mall	1012678729	Singtel Rewards Voucher	0010219439vp2425	1	200	413845849A	D0695	413845850A	22
D	02 SEP 2024 15:39:03	T0001	D2509	Singtel Shop Tampines	12901836	Singtel Prestige Voucher	0009634070ZQ2324	2	120	413851707A	D2509	413851708A	2
D	02 SEP 2024 15:46:27	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0010169032oZ2425	1	80	413852946A	INT1	413852948A	25
D	02 SEP 2024 15:52:57	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0010252074Ox2425	1	80	413853680A	INT1	413853681A	25
D	02 SEP 2024 15:58:20	T0001	D2509	Singtel Shop Tampines	12901850	Singtel Red Voucher	0010252862Le2425	2	80	413852927A	D2509	413852928A	25
D	02 SEP 2024 15:58:20	T0001	D2509	Singtel Shop Tampines	12901850	Singtel Rewards Voucher	0010219013VU2425	2	200	413852927A	D2509	413852928A	22
D	02 SEP 2024 16:02:47	T0001	D2506	Singtel Shop Causeway Point	12901860	Singtel Rewards Voucher	0010231906uu2425	2	200	413854036A	D2506	413854037A	22
D	02 SEP 2024 16:03:26	V1638	D0689	Novel Communication @ Clementi Mall	1012678743	Singtel Red Voucher	0009615108Cy2324	2	80	413853004A	D0689	413853005A	25
D	02 SEP 2024 16:10:10	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901867	Singtel Voucher (Combo 12)	0009639875KT2324	11	500	413854023A	D2531	413854024A	21
D	02 SEP 2024 16:12:11	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252866Gm2425	1	80	413855627A	D2606	413855629A	25
D	02 SEP 2024 16:15:54	T0001	D2533	Singtel Shop Jurong Point	12901873	Singtel Prestige Voucher	0010178406qP2425	1	120		D2533		2
D	02 SEP 2024 16:29:18	V1638	D0689	Novel Communication @ Clementi Mall	1012678758	Singtel Red Voucher	0009615714Ti2324	2	80	413855873A	D0689	413855874A	25
D	02 SEP 2024 16:31:36	T0001	D2654	DIGITAL TELESALES (CHAT)	 	Singtel Red Voucher	0010252864dy2425	1	80	413857584A	D2567	413857585A	25
D	02 SEP 2024 16:35:45	T0001	D2512	Singtel Shop 313@somerset	12901898	Singtel Red Voucher	0010252886Tg2425	3	80	413857253A	D2512	413857254A	25
D	02 SEP 2024 16:38:11	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252889gF2425	1	80	413858387A	D2606	413858390A	25
D	02 SEP 2024 16:48:05	V6869	D6879	ERAJAYA @ PAYA LEBAR QUARTER	1012678771	Singtel Rewards Voucher	0010227946uw2425	2	200	413857605A	D6879	413857606A	22
D	02 SEP 2024 16:49:01	V6869	D6877	ERAJAYA @ Toa Payoh	1012678775	Singtel Red Voucher	0010252888CW2425	1	80	413858919A	D6877	413858920A	25
D	02 SEP 2024 16:50:37	T0001	D2509	Singtel Shop Tampines	12901912	Singtel Red Voucher	0010252887DL2425	3	80	413858538A	D2509	413858539A	25
D	02 SEP 2024 16:51:44	T0001	D2533	Singtel Shop Jurong Point	12901915	Singtel Prestige Voucher	0010000782Ma2425	1	120	413858732A	D2533	413858733A	2
D	02 SEP 2024 16:53:48	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12901916	Singtel Red Voucher	0010252870rD2425	3	80	413859092A	D2531	413859093A	25
D	02 SEP 2024 16:55:10	V1453	D0345	3 Mobile @ Compass One	1012678778	Singtel Red Voucher	0010020260hB2425	2	80	413859074A	D0345	413859075A	25
D	02 SEP 2024 16:59:51	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252875wY2425	1	80	413860463A	D2606	413860466A	25
D	02 SEP 2024 17:00:14	T0001	D2511	Singtel Shop Bugis Junction	12901926	Singtel Prestige Voucher	0009956614aj2324	1	120		D2511		2
D	02 SEP 2024 17:05:44	T0001	D2509	Singtel Shop Tampines	12901929	Singtel Red Voucher	0010252871na2425	3	80	413859782A	D2509	413859783A	25
D	02 SEP 2024 17:06:06	T0001	D2533	Singtel Shop Jurong Point	12901930	Singtel Rewards Voucher	0010203454Vv2425	2	150	413860540A	D2533	413860541A	22
D	02 SEP 2024 17:06:24	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010252872le2425	1	80	413860953A	D2623	413860954A	25
D	02 SEP 2024 17:08:59	T0001	D2512	Singtel Shop 313@somerset	 	Singtel Red Voucher	0010117712Od2425	1	80	413861157A	D2512	413861158A	25
D	02 SEP 2024 17:19:59	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012678802	Singtel Prestige Voucher	0010030632FK2425	6	120	413861779A	D1688	413861780A	2
D	02 SEP 2024 17:19:59	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012678802	Singtel Red Voucher	0010021479aG2425	6	80	413861779A	D1688	413861780A	25
D	02 SEP 2024 17:20:11	V1650	D1661	Polaris Telecom Pte Ltd @ Jurong West 495 (Pod Contact)	1012678803	Singtel Prestige Voucher	0010127713BW2425	2	170	413833607A	D1661	413833608A	2
D	02 SEP 2024 17:20:19	V1638	D0688	Novel Communication @ Waterway Point	1012678804	Singtel Red Voucher	0010252874Es2425	3	80	413860419A	D0688	413860420A	25
D	02 SEP 2024 17:23:02	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252877hO2425	1	80	413862519A	D2634	413862520A	25
D	02 SEP 2024 17:23:39	T0001	D2511	Singtel Shop Bugis Junction	12901949	Singtel Voucher (XO PLUS 168)	0010034510kh2425	2	200	413861702A	D2511	413861703A	23
D	02 SEP 2024 17:24:29	T0001	D2533	Singtel Shop Jurong Point	12901950	Singtel Red Voucher	0010252878BL2425	3	80	413861487A	D2533	413861488A	25
D	02 SEP 2024 17:26:42	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252898OQ2425	1	80	413862838A	D2606	413862840A	25
D	02 SEP 2024 17:30:31	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010252894tY2425	1	80	413863169A	D2606	413863171A	25
D	02 SEP 2024 17:32:13	V1650	D1681	Rigel Telecom Pte Ltd @ Changi City Point	1012678813	Singtel Prestige Voucher	0010031455xf2425	1	120	413860474A	D1681	413860475A	2
D	02 SEP 2024 17:35:46	T0001	D2512	Singtel Shop 313@somerset	12901967	Singtel Rewards Voucher	0010218404NW2425	2	200	413862484A	D2512	413862485A	22
D	02 SEP 2024 17:36:09	V1638	D0698	Novel Communication @ Lot 1  Shoppers Mall	1012678819	Singtel Rewards Voucher	0010211179LE2425	1	200	413860279A	D0698	413860280A	22
D	02 SEP 2024 17:37:42	V1650	D1678	Polaris Telecom Pte Ltd @ Yishun Junction 9 (Call Mobile Pte	1012678820	Singtel Red Voucher	0009586417Hm2324	2	80	413862526A	D1678	413862527A	25
D	02 SEP 2024 17:42:43	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252900Fx2425	1	80	413864105A	D2634	413864106A	25
D	02 SEP 2024 17:48:37	V1638	D0808	Novel Communication @ North Point	1012678824	Singtel Prestige Voucher	0010101893TO2425	2	550	413863525A	D0808	413863526A	2
D	02 SEP 2024 17:56:38	V2456	D0554	Trends n Trendies Pte Ltd @ Tampines One	1012678832	Singtel Rewards Voucher	0010233363bp2425	4	200	413864312A	D0554	413864313A	22
D	02 SEP 2024 18:10:23	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009998175zq2425	1	120	413866396A	INT1	413866397A	2
D	02 SEP 2024 18:10:35	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012678842	Singtel Prestige Voucher	0009808722oB2324	1	120	413865072A	D6875	413865073A	2
D	02 SEP 2024 18:11:59	V2456	D0554	Trends n Trendies Pte Ltd @ Tampines One	1012678849	Singtel Rewards Voucher	0010231981sC2425	4	200	413865862A	D0554	413865863A	22
D	02 SEP 2024 18:18:26	V1638	D0695	Novel Communication @ West Mall	1012678861	Singtel Rewards Voucher	0010226189QY2425	1	200	413863777A	D0695	413863778A	22
D	02 SEP 2024 18:22:12	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252904tr2425	1	80	413867281A	D2634	413867284A	25
D	02 SEP 2024 18:30:08	V6869	D6884	Erajaya @ Pasir Ris Mall	1012678871	Singtel Red Voucher	0009802401be2324	2	80	413866392A	D6884	413866393A	25
D	02 SEP 2024 18:35:49	V6869	D6877	ERAJAYA @ Toa Payoh	1012678878	Singtel Red Voucher	0009968298CG2425	1	80	413867951A	D6877	413867952A	25
D	02 SEP 2024 18:42:45	V1638	D0688	Novel Communication @ Waterway Point	1012678887	Singtel Prestige Voucher	0009998867ch2425	1	120	413866598A	D0688	413866599A	2
D	02 SEP 2024 18:44:23	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252884yM2425	1	80	413868925A	D2634	413868926A	25
D	02 SEP 2024 18:49:35	T0001	D3008	SINGTEL ROADSHOW 3	 	Singtel Red Voucher	0009577730cx2324	1	80	413869395A	D2512	413869396A	25
D	02 SEP 2024 18:59:57	V1453	D0415	3 Mobile @ ION Orchard	1012678905	Singtel Prestige Voucher	0009636461kD2324	2	120	413869000A	D0415	413869001A	2
D	02 SEP 2024 19:02:32	T0001	D2533	Singtel Shop Jurong Point	12902065	Singtel Prestige Voucher	0009952947PD2324	1	170		D2533		2
D	02 SEP 2024 19:05:22	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010252906Wu2425	1	80	413870670A	D2634	413870673A	25
D	02 SEP 2024 19:07:25	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010252927eB2425	1	80	413870773A	D2634	413870775A	25
D	02 SEP 2024 19:08:20	T0001	D2509	Singtel Shop Tampines Mall	 	Singtel Red Voucher	0009979194QL2425	1	80	413870835A	D2509	413870836A	25
