H	20240311 07:08:24	VoucherInfo	T
Record Type	Date	Vendor Code	Dealer Code	Dealer Name	Receipt no	Type	Voucher No	Quantity	Value	Order ID	Primary Dealer ID	Order Action ID	Voucher Type ID
D	10 MAR 2024 11:29:31	T0001	D2533	Singtel Shop Jurong Point	12762630	Singtel Prestige Voucher	0009893063lU2324	4	120	385164962A	D2533	385164963A	2
D	10 MAR 2024 11:29:31	T0001	D2533	Singtel Shop Jurong Point	12762630	Singtel Red Voucher	0009968120NM2324	4	80	385164962A	D2533	385164963A	25
D	10 MAR 2024 11:29:31	V1650	D1671	Rigel Telecom Pte Ltd @ Tampines Mart (Summer Telecom)	 	Singtel Red Voucher	0009264912Sx2324	1	80	385166072A	D1671	385166073A	25
D	10 MAR 2024 11:32:48	V1638	D0698	Novel Communication @ Lot 1  Shoppers Mall	1012526074	Singtel Prestige Voucher	0009813457ZW2324	8	120	385009985A	D0698	385009986A	2
D	10 MAR 2024 11:32:50	T0001	D2509	Singtel Shop Tampines	12762635	Singtel Red Voucher	0009968122ng2324	2	80	385165516A	D2509	385165517A	25
D	10 MAR 2024 11:36:21	V1638	D0666	Novel Communications @ Parkway Parade	1012526077	Singtel Prestige Voucher	0009308836ij2324	2	120	385007868A	D0666	385007869A	2
D	10 MAR 2024 11:37:12	T0001	D2511	Singtel Shop Bugis Junction	12762644	Singtel Voucher (SIM Only)	0009586055QG2324	3	100	385166293A	D2511	385166294A	24
D	10 MAR 2024 11:38:25	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762647	Singtel Red Voucher	0009968123By2324	4	80	385165822A	D2531	385165823A	25
D	10 MAR 2024 11:38:44	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762648	Singtel Red Voucher	0009968125ry2324	5	80	385166366A	D2531	385166367A	25
D	10 MAR 2024 11:42:12	V1650	D1652	Polaris Telecom Pte Ltd @ Yishun 106 (Call Mobile Pte Ltd)	1012526083	Singtel Prestige Voucher	0009891633pQ2324	5	120		D1652		2
D	10 MAR 2024 11:46:55	V1638	D0697	Novel Communication @ Hillion Mall	1012526087	Singtel Rewards Voucher	0009909368zW2324	2	150	385166472A	D0697	385166473A	22
D	10 MAR 2024 11:47:55	V1453	D0845	3 Mobile @ Hougang Mall	 	Singtel Red Voucher	0009159302zc2324	1	80	385167445A	D0345	385167446A	25
D	10 MAR 2024 11:49:40	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012526089	Singtel Red Voucher	0009968127nP2324	1	80	385166971A	D6875	385166972A	25
D	10 MAR 2024 11:49:40	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012526089	Singtel Rewards Voucher	0009912247So2324	1	150	385166971A	D6875	385166972A	22
D	10 MAR 2024 11:54:48	V1638	D0666	Novel Communications @ Parkway Parade	1012526100	Singtel Rewards Voucher	0009914010vN2324	1	150	385166654A	D0666	385166655A	22
D	10 MAR 2024 11:54:48	V1638	D0666	Novel Communications @ Parkway Parade	1012526100	Singtel-UOB Voucher	0009818239Zr2324	1	100	385166654A	D0666	385166655A	20
D	10 MAR 2024 12:00:54	V2456	D0556	Trends n Trendies Pte Ltd @ Chinatown Point	1012526109	Singtel Red Voucher	0009968140vu2324	6	80	385167319A	D0556	385167320A	25
D	10 MAR 2024 12:00:54	V2456	D0556	Trends n Trendies Pte Ltd @ Chinatown Point	1012526109	Singtel Rewards Voucher	0009928143Ka2324	6	150	385167319A	D0556	385167320A	22
D	10 MAR 2024 12:01:56	T0001	D2533	Singtel Shop Jurong Point	12762671	Singtel Rewards Voucher	0009925283No2324	1	150	385168131A	D2533	385168132A	22
D	10 MAR 2024 12:05:16	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009904955aL2324	1	150	385168909A	INT1	385168910A	22
D	10 MAR 2024 12:05:35	T0001	D2506	Singtel Shop Causeway Point	12762677	Singtel Red Voucher	0009968128PJ2324	4	80	385167941A	D2506	385167942A	25
D	10 MAR 2024 12:05:35	T0001	D2506	Singtel Shop Causeway Point	12762677	Singtel Rewards Voucher	0009922480zg2324	4	150	385167941A	D2506	385167942A	22
D	10 MAR 2024 12:05:54	T0001	D2531	Singtel Shop Ang Mo Kio Hub	 	Singtel Red Voucher	0009968132aI2324	1	80	385168954A	D2531	385168955A	25
D	10 MAR 2024 12:06:34	T0001	D2533	Singtel Shop Jurong Point	12762678	Singtel Red Voucher	0009968129Rx2324	2	80	385167861A	D2533	385167862A	25
D	10 MAR 2024 12:07:03	T0001	D2506	Singtel Shop Causeway Point	12762680	Singtel Red Voucher	0009968130oN2324	4	80	385168000A	D2506	385168001A	25
D	10 MAR 2024 12:07:13	T0001	D2533	Singtel Shop Jurong Point	12762681	Singtel Prestige Voucher	0009273927ua2324	4	120	385168191A	D2533	385168192A	2
D	10 MAR 2024 12:07:13	T0001	D2533	Singtel Shop Jurong Point	12762681	Singtel Red Voucher	0009315714QR2324	4	80	385168191A	D2533	385168192A	25
D	10 MAR 2024 12:09:11	T0001	D2506	Singtel Shop Causeway Point	12762684	Singtel Red Voucher	0009843620cX2324	4	80	385168151A	D2506	385168152A	25
D	10 MAR 2024 12:09:22	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012526123	Singtel Red Voucher	0009968137Qx2324	3	80	385168670A	D0532	385168671A	25
D	10 MAR 2024 12:09:22	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012526123	Singtel Rewards Voucher	0009908232hZ2324	3	150	385168670A	D0532	385168671A	22
D	10 MAR 2024 12:10:54	V1650	D1679	Polaris Telecom Pte Ltd @ Heartland Mall (Pod  Contact)	1012526126	Singtel Prestige Voucher	0009809083XO2324	2	120	385168347A	D1679	385168348A	2
D	10 MAR 2024 12:15:38	V1453	D0345	3 Mobile @ Compass One	1012526129	Singtel Prestige Voucher	0009542302JV2324	2	170	385169097A	D0345	385169098A	2
D	10 MAR 2024 12:15:38	V1453	D0345	3 Mobile @ Compass One	1012526129	Singtel Red Voucher	0009520214Zo2324	2	80	385169097A	D0345	385169098A	25
D	10 MAR 2024 12:15:47	T0001	D2512	Singtel Shop 313@somerset	12762690	Singtel Voucher (SIM Only)	0009603133GJ2324	3	50	385169226A	D2512	385169227A	24
D	10 MAR 2024 12:19:57	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762694	Singtel Prestige Voucher	0009811060pH2324	7	120	385167680A	D2531	385167681A	2
D	10 MAR 2024 12:19:57	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762694	Singtel Voucher (Combo 12)	0009639720Ky2324	7	500	385167680A	D2531	385167681A	21
D	10 MAR 2024 12:20:02	T0001	D2512	Singtel Shop 313@somerset	12762695	Singtel Prestige Voucher	0009890930st2324	9	120	385169232A	D2512	385169233A	2
D	10 MAR 2024 12:20:46	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012526131	Singtel Rewards Voucher	0009904656uc2324	2	150	385169502A	D1680	385169503A	22
D	10 MAR 2024 12:22:42	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0009547639CN2324	1	80	385170265A	INT1	385170266A	25
D	10 MAR 2024 12:24:29	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012526136	Singtel Red Voucher	0009968131dP2324	6	80	385168965A	D0595	385168966A	25
D	10 MAR 2024 12:29:05	T0001	D2511	Singtel Shop Bugis Junction	12762708	Singtel Recontract voucher	0009966733bV2324	2	70	385170358A	D2511	385170359A	14
D	10 MAR 2024 12:29:05	T0001	D2511	Singtel Shop Bugis Junction	12762708	Singtel Red Voucher	0009968133na2324	2	80	385170358A	D2511	385170359A	25
D	10 MAR 2024 12:35:46	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012526146	Singtel Red Voucher	0009968135rY2324	2	80	385170178A	D6875	385170179A	25
D	10 MAR 2024 12:36:46	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762717	Singtel Prestige Voucher	0009309046Yp2324	8	120	385171052A	D2531	385171053A	2
D	10 MAR 2024 12:37:33	T0001	D2533	Singtel Shop Jurong Point	12762718	Singtel Red Voucher	0009968134CM2324	4	80	385170698A	D2533	385170699A	25
D	10 MAR 2024 12:49:23	T0001	D2509	Singtel Shop Tampines	12762729	Singtel Prestige Voucher	0009138345dV2223	8	120	385173217A	D2509	385173218A	2
D	10 MAR 2024 12:53:16	T0001	D2509	Singtel Shop Tampines	12762735	Singtel Red Voucher	0009968136TF2324	6	80	385171026A	D2509	385171027A	25
D	10 MAR 2024 12:59:34	T0001	D2512	Singtel Shop 313@somerset	12762743	Singtel Voucher (Combo 12)	0009183302SB2324	1	500	385174013A	D2512	385174014A	21
D	10 MAR 2024 13:00:40	V1453	D0845	3 Mobile @ Hougang Mall	1012526174	Singtel Red Voucher	0009968138kr2324	2	80	385173313A	D0845	385173314A	25
D	10 MAR 2024 13:05:38	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009930543Ka2324	1	150	385174675A	INT1	385174676A	22
D	10 MAR 2024 13:08:26	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009920211FT2324	1	150	385174857A	INT1	385174858A	22
D	10 MAR 2024 13:08:56	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012526186	Singtel Red Voucher	0009968146PQ2324	1	80	385174240A	D0532	385174241A	25
D	10 MAR 2024 13:11:22	T0001	D2533	Singtel Shop Jurong Point	12762759	Singtel Red Voucher	0009968141yA2324	3	80	385174561A	D2533	385174562A	25
D	10 MAR 2024 13:13:03	V1453	D0415	3 Mobile @ ION Orchard	1012526192	Singtel Red Voucher	0009968142Fc2324	1	80	385174597A	D0415	385174598A	25
D	10 MAR 2024 13:15:15	V6869	D6876	ERAJAYA @ Novena Square	1012526197	Singtel Red Voucher	0009968144Pt2324	4	80	385172920A	D6876	385172921A	25
D	10 MAR 2024 13:15:15	V6869	D6876	ERAJAYA @ Novena Square	1012526197	Singtel Red Voucher	0009968144Pt2324	4	80	385172920A	D6876	385172921B	25
D	10 MAR 2024 13:15:21	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0009968139zT2324	1	80	385175457A	D2634	385175458A	25
D	10 MAR 2024 13:16:02	T0001	D2533	Singtel Shop Jurong Point	12762766	Singtel Red Voucher	0009968143Sr2324	3	80	385174650A	D2533	385174651A	25
D	10 MAR 2024 13:16:35	V1638	D0695	Novel Communication @ West Mall	1012526196	Singtel Rewards Voucher	0009917969gg2324	1	150	385174653A	D0695	385174654A	22
D	10 MAR 2024 13:17:48	T0001	D2509	Singtel Shop Tampines	12762769	Singtel Prestige Voucher	0009845826ar2324	7	120	385173767A	D2509	385173768A	2
D	10 MAR 2024 13:17:48	T0001	D2509	Singtel Shop Tampines	12762769	Singtel Red Voucher	0009968148gj2324	7	80	385173767A	D2509	385173768A	25
D	10 MAR 2024 13:17:48	T0001	D2509	Singtel Shop Tampines	12762769	Singtel-UOB Voucher	0009898161ff2324	7	300	385173767A	D2509	385173768A	20
D	10 MAR 2024 13:21:42	V6869	D6880	ERAJAYA @ Great World City	1012526207	Singtel Voucher (Combo 12)	0009896885lj2425	1	500		D6880		21
D	10 MAR 2024 13:22:32	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012526206	Singtel Prestige Voucher	0009891425YL2324	2	120	385175050A	D1680	385175051A	2
D	10 MAR 2024 13:30:06	T0001	D2533	Singtel Shop Jurong Point	12762788	Singtel Red Voucher	0009968147ne2324	3	80	385175931A	D2533	385175932A	25
D	10 MAR 2024 13:31:29	T0001	D2512	Singtel Shop 313@somerset	12762793	Singtel Prestige Voucher	0009851202KT2324	1	120		D2512		2
D	10 MAR 2024 13:35:56	V2456	D0558	Trends n Trendies Pte Ltd @ West Gate	1012526216	Singtel Prestige Voucher	0009634213QU2324	5	120	385175555A	D0558	385175556A	2
D	10 MAR 2024 13:36:47	V6869	D6877	ERAJAYA @ Toa Payoh	1012526217	Singtel Rewards Voucher	0009904420ta2324	1	150	385176207A	D6877	385176208A	22
D	10 MAR 2024 13:39:05	T0001	D2506	Singtel Shop Causeway Point	12762803	Singtel Prestige Voucher	0009953094vp2324	8	120	385176627A	D2506	385176628A	2
D	10 MAR 2024 13:39:05	T0001	D2506	Singtel Shop Causeway Point	12762803	Singtel Red Voucher	0009968152eo2324	8	80	385176627A	D2506	385176628A	25
D	10 MAR 2024 13:43:05	T0001	D2512	Singtel Shop 313@somerset	12762808	Singtel Rewards Voucher	0009906073bd2324	3	150	385177035A	D2512	385177036A	22
D	10 MAR 2024 13:46:07	T0001	D2506	Singtel Shop Causeway Point	12762811	Singtel Red Voucher	0009968154NS2324	7	80	385176486A	D2506	385176487A	25
D	10 MAR 2024 13:46:49	T0001	D2509	Singtel Shop Tampines	12762818	Singtel Red Voucher	0009968153hV2324	4	80		D2509		25
D	10 MAR 2024 13:48:11	T0001	D2509	Singtel Shop Tampines	12762817	Singtel Red Voucher	0009968156KG2324	12	80	385176972A	D2509	385176973A	25
D	10 MAR 2024 13:48:37	V1650	D1658	Polaris Telecom Pte Ltd @ NEX	1012526229	Singtel Rewards Voucher	0009917774po2324	2	150	385177208A	D1658	385177209A	22
D	10 MAR 2024 13:50:12	T0001	D2509	Singtel Shop Tampines	12762822	Singtel Red Voucher	0009968151kf2324	5	80	385177089A	D2509	385177090A	25
D	10 MAR 2024 13:51:59	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012526231	Singtel Red Voucher	0009968150mO2324	5	80	385177049A	D6875	385177050A	25
D	10 MAR 2024 13:52:10	V1638	D0698	Novel Communication @ Lot 1  Shoppers Mall	1012526232	Singtel Rewards Voucher	0009919025oE2324	1	150	385177825A	D0698	385177826A	22
D	10 MAR 2024 13:53:46	V6869	D6883	ERAJAYA SWASEMBADA @ The Woodleigh Mall	1012526236	Singtel Red Voucher	0009968145Mm2324	4	80	385176704A	D6883	385176705A	25
D	10 MAR 2024 13:53:55	V1638	D0666	Novel Communications @ Parkway Parade	1012526237	Singtel Voucher (XO PLUS 168)	0009815530cT2324	3	200	385177670A	D0666	385177671A	23
D	10 MAR 2024 13:55:57	T0001	D2506	Singtel Shop Causeway Point	12762831	Singtel Rewards Voucher	0009925445pZ2324	1	150	385178307A	D2506	385178308A	22
D	10 MAR 2024 13:55:58	V1638	D0693	Novel Communication @ Tiong Bahru Plaza	1012526238	Singtel Rewards Voucher	0009903362wI2324	1	150	385176908A	D0693	385176909A	22
D	10 MAR 2024 13:57:24	V6869	D6879	ERAJAYA @ PAYA LEBAR QUARTER	1012526241	Singtel Rewards Voucher	0009907022uF2324	2	150	385177816A	D6879	385177817A	22
D	10 MAR 2024 14:00:45	T0001	D2506	Singtel Shop Causeway Point	12762837	Singtel Prestige Voucher	0009345184SD2324	5	120	385177793A	D2506	385177794A	2
D	10 MAR 2024 14:00:45	T0001	D2506	Singtel Shop Causeway Point	12762837	Singtel-UOB Voucher	0009315371Xe2324	5	300	385177793A	D2506	385177794A	20
D	10 MAR 2024 14:03:20	T0001	D2512	Singtel Shop 313@somerset	12762843	Singtel Prestige Voucher	0009849732zm2324	3	120	385178655A	D2512	385178656A	2
D	10 MAR 2024 14:04:11	V1453	D0335	3 Mobile @ Junction 8	1012526247	Singtel Red Voucher	0009968155qK2324	5	80	385177861A	D0335	385177862A	25
D	10 MAR 2024 14:06:59	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009968159IR2324	1	80	385179460A	D2623	385179461A	25
D	10 MAR 2024 14:07:21	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762852	Singtel Prestige Voucher	0009179138Jf2324	2	120		D2531		2
D	10 MAR 2024 14:08:50	V1453	D0335	3 Mobile @ Junction 8	1012526256	Singtel Red Voucher	0009968157Yr2324	3	80	385178244A	D0335	385178245A	25
D	10 MAR 2024 14:08:50	V1453	D0335	3 Mobile @ Junction 8	1012526256	Singtel Rewards Voucher	0009916194IY2324	3	150	385178244A	D0335	385178245A	22
D	10 MAR 2024 14:11:31	T0001	D2511	Singtel Shop Bugis Junction	12762859	Singtel Prestige Voucher	0009631717xp2324	2	170	385179355A	D2511	385179356A	2
D	10 MAR 2024 14:11:31	T0001	D2511	Singtel Shop Bugis Junction	12762859	Singtel Red Voucher	0009299823QD2324	2	80	385179355A	D2511	385179356A	25
D	10 MAR 2024 14:13:37	T0001	D2512	Singtel Shop 313@somerset	12762861	Singtel Red Voucher	0009167402Me2324	2	80	385179589A	D2512	385179590A	25
D	10 MAR 2024 14:14:22	T0001	D2509	Singtel Shop Tampines	12762865	Singtel Red Voucher	0009968158Hl2324	3	80	385179434A	D2509	385179435A	25
D	10 MAR 2024 14:14:22	T0001	D2509	Singtel Shop Tampines	12762865	Singtel Rewards Voucher	0009924120gu2324	3	150	385179434A	D2509	385179435A	22
D	10 MAR 2024 14:14:45	V1638	D0688	Novel Communication @ Waterway Point	1012526263	Singtel Prestige Voucher	0009552305UV2324	3	120	385179046A	D0688	385179047A	2
D	10 MAR 2024 14:16:47	V1650	D1672	Polaris Telecom Pte Ltd @ Loyang Point (1 Fusion)	1012526267	Singtel Rewards Voucher	0009912797Xc2324	2	150	385178737A	D1672	385178738A	22
D	10 MAR 2024 14:21:04	V6869	D6879	ERAJAYA @ PAYA LEBAR QUARTER	1012526272	Singtel Rewards Voucher	0009916131Yb2324	1	150	385180068A	D6879	385180069A	22
D	10 MAR 2024 14:26:00	T0001	D2511	Singtel Shop Bugis Junction	 	Singtel Red Voucher	0009968160GR2324	1	80	385181015A	D2511	385181016A	25
D	10 MAR 2024 14:32:29	V6869	D6876	ERAJAYA @ Novena Square	1012526290	Singtel Prestige Voucher	0009550465EE2324	2	120	385180832A	D6876	385180833A	2
D	10 MAR 2024 14:32:55	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009916806sv2324	1	150	385181645A	INT1	385181646A	22
D	10 MAR 2024 14:33:43	V1638	D0695	Novel Communication @ West Mall	1012526292	Singtel Prestige Voucher	0009635082Er2324	6	120	385181007A	D0695	385181008A	2
D	10 MAR 2024 14:34:37	T0001	D2509	Singtel Shop Tampines Mall	 	Singtel Red Voucher	0009968161GE2324	1	80	385181777A	D2509	385181778A	25
D	10 MAR 2024 14:35:22	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012526295	Singtel Rewards Voucher	0009907677Oe2324	1	150	385181413A	D0423	385181416A	22
D	10 MAR 2024 14:38:11	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012526300	Singtel Prestige Voucher	0009890498wg2324	1	120	385181696A	D0533	385181697A	2
D	10 MAR 2024 14:40:59	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762906	Singtel Prestige Voucher	0009808540qs2324	3	550	385181743A	D2531	385181744A	2
D	10 MAR 2024 14:40:59	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762906	Singtel Voucher (XO Plus 288)	0009549194ig2324	3	500	385181743A	D2531	385181744A	26
D	10 MAR 2024 14:40:59	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762906	Singtel-UOB Voucher	0009960173dg2324	3	300	385181743A	D2531	385181744A	20
D	10 MAR 2024 14:43:18	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012526302	Singtel Prestige Voucher	0009174553mb2324	5	120	385181865A	D1680	385181866A	2
D	10 MAR 2024 14:44:12	V6869	D6883	ERAJAYA SWASEMBADA @ The Woodleigh Mall	1012526303	Singtel Rewards Voucher	0009931640bT2324	3	150	385181472A	D6883	385181473A	22
D	10 MAR 2024 14:45:13	V2456	D0555	Trends n Trendies Pte Ltd @ IMM Building	1012526308	Singtel Prestige Voucher	0009636094sd2324	6	150		D0555		2
D	10 MAR 2024 14:46:24	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762912	Singtel Red Voucher	0009968164OI2324	1	80	385182426A	D2531	385182427A	25
D	10 MAR 2024 14:46:29	T0001	D2509	Singtel Shop Tampines	12762913	Singtel Red Voucher	0009968162dj2324	3	80	385181626A	D2509	385181627A	25
D	10 MAR 2024 14:48:30	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009906818zT2324	1	150	385182943A	INT1	385182944A	22
D	10 MAR 2024 14:49:24	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009968165pF2324	1	80	385183093A	D2623	385183094A	25
D	10 MAR 2024 14:51:49	T0001	D2506	Singtel Shop Causeway Point	12762925	Singtel Prestige Voucher	0009550943qr2324	16	120	385181726A	D2506	385181727A	2
D	10 MAR 2024 14:51:49	T0001	D2506	Singtel Shop Causeway Point	12762925	Singtel Red Voucher	0009968168Gm2324	16	80	385181726A	D2506	385181727A	25
D	10 MAR 2024 14:53:58	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0009965772sb2324	1	80	385183420A	INT1	385183421A	25
D	10 MAR 2024 14:54:31	V1650	D1654	Rigel Telecom Pte Ltd @ City Square Mall	1012526313	Singtel Rewards Voucher	0009904774dn2324	3	150	385182016A	D1654	385182017A	22
D	10 MAR 2024 14:57:25	T0001	D2533	Singtel Shop Jurong Point	12762935	Singtel Red Voucher	0009968163KB2324	7	80	385182747A	D2533	385182748A	25
D	10 MAR 2024 14:58:34	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762937	Singtel Rewards Voucher	0009918018va2324	4	150	385183427A	D2531	385183428A	22
D	10 MAR 2024 15:09:55	V1453	D0335	3 Mobile @ Junction 8	1012526326	Singtel Rewards Voucher	0009905861Nn2324	4	150	385183289A	D0335	385183290A	22
D	10 MAR 2024 15:11:02	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012526328	Singtel Rewards Voucher	0009904506Qt2324	6	150	385182688A	D0423	385182689A	22
D	10 MAR 2024 15:19:14	T0001	D2533	Singtel Shop Jurong Point	12762954	Singtel Rewards Voucher	0009922300bs2324	1	150	385185070A	D2533	385185071A	22
D	10 MAR 2024 15:22:33	T0001	D2509	Singtel Shop Tampines	12762958	Singtel Prestige Voucher	0009543532QS2324	2	170	385185241A	D2509	385185242A	2
D	10 MAR 2024 15:22:33	T0001	D2509	Singtel Shop Tampines	12762958	Singtel Red Voucher	0009968167sr2324	2	80	385185241A	D2509	385185242A	25
D	10 MAR 2024 15:23:09	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012526350	Singtel Red Voucher	0009816451zh2324	4	80	385184243A	D0533	385184244A	25
D	10 MAR 2024 15:24:13	V1453	D0345	3 Mobile @ Compass One	1012526353	Singtel Prestige Voucher	0009551338xx2324	1	120	385185085A	D0345	385185086A	2
D	10 MAR 2024 15:25:44	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12762964	Singtel Red Voucher	0009968166to2324	3	80	385184808A	D2531	385184809A	25
D	10 MAR 2024 15:26:43	T0001	D2506	Singtel Shop Causeway Point	12762967	Singtel Prestige Voucher	0009273723gP2324	4	120	385185283A	D2506	385185284A	2
D	10 MAR 2024 15:26:43	T0001	D2506	Singtel Shop Causeway Point	12762967	Singtel Red Voucher	0009968174rM2324	4	80	385185283A	D2506	385185284A	25
D	10 MAR 2024 15:29:03	V6869	D6882	ERAJAYA @ Sengkang Grand Mall	1012526359	Singtel Red Voucher	0009968169xj2324	2	80	385185683A	D6882	385185684A	25
D	10 MAR 2024 15:29:03	V6869	D6882	ERAJAYA @ Sengkang Grand Mall	1012526359	Singtel Rewards Voucher	0009918635PP2324	2	150	385185683A	D6882	385185684A	22
D	10 MAR 2024 15:33:36	T0001	D2533	Singtel Shop Jurong Point	12762973	Singtel Red Voucher	0009968171dy2324	4	80	385185809A	D2533	385185810A	25
D	10 MAR 2024 15:33:40	V1453	D0335	3 Mobile @ Junction 8	1012526367	Singtel Rewards Voucher	0009917705CX2324	3	150	385186057A	D0335	385186058A	22
D	10 MAR 2024 15:35:24	T0001	D2512	Singtel Shop 313@somerset	12762977	Singtel Prestige Voucher	0009269145Kx2324	2	120	385186258A	D2512	385186260A	2
D	10 MAR 2024 15:40:02	V1453	D0845	3 Mobile @ Hougang Mall	1012526376	Singtel Red Voucher	0009968173nC2324	2	80	385186850A	D0845	385186851A	25
D	10 MAR 2024 15:42:20	V6869	D6876	ERAJAYA @ Novena Square	1012526379	Singtel Red Voucher	0009968170mq2324	4	80	385185781A	D6876	385185782A	25
D	10 MAR 2024 15:42:40	T0001	D2506	Singtel Shop Causeway Point	12762985	Singtel Rewards Voucher	0009904738VK2324	3	150	385187277A	D2506	385187278A	22
D	10 MAR 2024 15:53:59	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Prestige Voucher	0009955778KK2324	1	120	385189395A	D2623	385189396A	2
D	10 MAR 2024 15:53:59	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Voucher (SIM Only)	0009880616Qc2425	1	100	385189395A	D2623	385189396A	24
D	10 MAR 2024 15:56:17	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12763013	Singtel Red Voucher	0009968172Ng2324	3	80	385188501A	D2531	385188502A	25
