H	20240228 06:21:34	VoucherInfo	T
Record Type	Date	Vendor Code	Dealer Code	Dealer Name	Receipt no	Type	Voucher No	Quantity	Value	Order ID	Primary Dealer ID	Order Action ID	Voucher Type ID
D	27 FEB 2024 11:38:44	V1453	D0845	3 Mobile @ Hougang Mall	1012515186	Singtel Voucher (XO Plus 288)	0009548157JI2324	1	500	383326836A	D0845	383326837A	26
D	27 FEB 2024 11:40:37	T0001	D2533	Singtel Shop Jurong Point	12753509	Singtel Prestige Voucher	0009143042Uy2223	1	120	383328367A	D2533	383328368A	2
D	27 FEB 2024 11:40:37	T0001	D2533	Singtel Shop Jurong Point	12753509	Singtel Red Voucher	0009528894aR2324	1	80	383328367A	D2533	383328368A	25
D	27 FEB 2024 11:51:05	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753517	Singtel Rewards Voucher	0009908412bk2324	5	150	383329272A	D2531	383329275A	22
D	27 FEB 2024 11:51:50	V6869	D6878	ERAJAYA @ CIS Roadshow	1012515199	Singtel Prestige Voucher	0009309712LB2324	3	120	383328078A	D6878	383328079A	2
D	27 FEB 2024 11:51:50	V6869	D6878	ERAJAYA @ CIS Roadshow	1012515199	Singtel Voucher (Combo 12)	0009639831nT2324	3	500	383328078A	D6878	383328079A	21
D	27 FEB 2024 11:52:09	V6869	D6876	ERAJAYA @ Novena Square	1012515200	Singtel Red Voucher	0009950772YC2324	6	80	383328289A	D6876	383328291A	25
D	27 FEB 2024 11:52:16	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950782Wn2324	1	80	383330092A	D2623	383330093A	25
D	27 FEB 2024 11:52:34	T0001	D2506	Singtel Shop Causeway Point	12753522	Singtel Prestige Voucher	0009808920wg2324	1	120	383329836A	D2506	383329837A	2
D	27 FEB 2024 11:55:43	T0001	D2506	Singtel Shop Causeway Point	12753533	Singtel Red Voucher	0009117960XB2324	1	80	383329781A	D2506	383329782A	25
D	27 FEB 2024 11:55:47	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950811jh2324	1	80	383330468A	D2623	383330469A	25
D	27 FEB 2024 11:57:47	T0001	D2635	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 2)	 	Singtel Red Voucher	0009950792fn2324	1	80	383330611A	D2634	383330616A	25
D	27 FEB 2024 12:03:46	T0001	D2512	Singtel Shop 313@somerset	12753543	Singtel Prestige Voucher	0009308735Wp2324	2	120	383329286A	D2512	383329287A	2
D	27 FEB 2024 12:04:05	V1638	D0688	Novel Communication @ Waterway Point	1012515213	Singtel Rewards Voucher	0009906844WF2324	8	150	383202409A	D0688	383202410A	22
D	27 FEB 2024 12:04:07	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012515214	Singtel Red Voucher	0009950775Ay2324	1	80	383330031A	D0533	383330032A	25
D	27 FEB 2024 12:04:07	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012515214	Singtel Rewards Voucher	0009919072rl2324	1	150	383330031A	D0533	383330032A	22
D	27 FEB 2024 12:09:52	T0001	D2512	Singtel Shop 313@somerset	12753549	Singtel Prestige Voucher	0009631367OC2324	4	120	383330587A	D2512	383330588A	2
D	27 FEB 2024 12:12:14	T0001	D2509	Singtel Shop Tampines	12753551	Singtel Red Voucher	0009950776PA2324	4	80	383331590A	D2509	383331591A	25
D	27 FEB 2024 12:12:21	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753552	Singtel Red Voucher	0009950778Nj2324	2	80	383331571A	D2531	383331572A	25
D	27 FEB 2024 12:15:38	T0001	D2533	Singtel Shop Jurong Point	12753558	Singtel Red Voucher	0009950774fz2324	9	80	383331446A	D2533	383331447A	25
D	27 FEB 2024 12:17:38	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753562	Singtel Rewards Voucher	0009923157Il2324	3	150		D2531		22
D	27 FEB 2024 12:23:53	T0001	D2533	Singtel Shop Jurong Point	12753570	Singtel Prestige Voucher	0009271434Em2324	2	120		D2533		2
D	27 FEB 2024 12:23:53	T0001	D2533	Singtel Shop Jurong Point	12753570	Singtel Voucher (Combo 12)	0009108231Fe2324	2	500		D2533		21
D	27 FEB 2024 12:24:56	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0009950779yJ2324	1	80	383333530A	D2634	383333532A	25
D	27 FEB 2024 12:31:00	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009931578TP2324	1	150	383334161A	INT1	383334162A	22
D	27 FEB 2024 12:32:25	T0001	D2533	Singtel Shop Jurong Point	12753582	Singtel Prestige Voucher	0009271434Em2324	2	120		D2533		2
D	27 FEB 2024 12:32:25	T0001	D2533	Singtel Shop Jurong Point	12753582	Singtel Voucher (Combo 12)	0009108231Fe2324	2	500		D2533		21
D	27 FEB 2024 12:32:46	T0001	D2511	Singtel Shop Bugis Junction	12753579	Singtel Rewards Voucher	0009928856pf2324	3	150	383333890A	D2511	383333891A	22
D	27 FEB 2024 12:38:11	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950781IR2324	1	80	383334836A	D2623	383334839A	25
D	27 FEB 2024 12:39:55	V2456	D0555	Trends n Trendies Pte Ltd @ IMM Building	1012515264	Singtel Rewards Voucher	0009930295mm2324	7	150	383325755A	D0555	383325756A	22
D	27 FEB 2024 12:40:23	T0001	D2509	Singtel Shop Tampines	12753588	Singtel Red Voucher	0009950784jb2324	4	80	383333963A	D2509	383333964A	25
D	27 FEB 2024 12:40:53	T0001	D2509	Singtel Shop Tampines	12753590	Singtel Prestige Voucher	0009808486Sm2324	7	120	383332015A	D2509	383332016A	2
D	27 FEB 2024 12:40:53	T0001	D2509	Singtel Shop Tampines	12753590	Singtel Voucher (XO Plus 288)	0009896696KI2425	7	500	383332015A	D2509	383332016A	26
D	27 FEB 2024 12:42:36	T0001	D2506	Singtel Shop Causeway Point	12753591	Singtel Rewards Voucher	0009913097Ik2324	4	150	383334671A	D2506	383334672A	22
D	27 FEB 2024 12:48:55	T0001	D2512	Singtel Shop 313@somerset	12753599	Singtel Prestige Voucher	0009105995AV2223	2	120		D2512		2
D	27 FEB 2024 12:51:41	V6869	D6882	ERAJAYA @ Sengkang Grand Mall	1012515298	Singtel Red Voucher	0009950780Is2324	9	80	383335191A	D6882	383335192A	25
D	27 FEB 2024 12:57:10	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950766km2324	1	80	383336623A	D2623	383336624A	25
D	27 FEB 2024 12:57:46	T0001	D2506	Singtel Shop Causeway Point	12753612	Singtel Prestige Voucher	0009847624mC2324	7	120	383335652A	D2506	383335653A	2
D	27 FEB 2024 12:57:46	T0001	D2506	Singtel Shop Causeway Point	12753612	Singtel Red Voucher	0009950783Oo2324	7	80	383335652A	D2506	383335653A	25
D	27 FEB 2024 12:59:09	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012515311	Singtel Prestige Voucher	0009892232EX2324	5	170	383336517A	D1688	383336518A	2
D	27 FEB 2024 12:59:09	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012515311	Singtel Red Voucher	0009536342BR2324	5	80	383336517A	D1688	383336518A	25
D	27 FEB 2024 12:59:36	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753617	Singtel Prestige Voucher	0009142011WK2223	4	170	383336065A	D2531	383336066A	2
D	27 FEB 2024 12:59:36	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753617	Singtel Voucher (XO Plus 288)	0009896752cz2425	4	500	383336065A	D2531	383336066A	26
D	27 FEB 2024 13:02:52	T0001	D2512	Singtel Shop 313@somerset	12753624	Singtel Prestige Voucher	0009310536XY2324	1	120	383336350A	D2512	383336351A	2
D	27 FEB 2024 13:04:57	T0001	D2512	Singtel Shop 313@somerset	12753627	Singtel Rewards Voucher	0009921964EZ2324	1	150	383336375A	D2512	383336376A	22
D	27 FEB 2024 13:06:58	V6869	D6879	ERAJAYA @ PAYA LEBAR QUARTER	1012515323	Singtel Voucher (XO Plus 288)	0009171041eY2223	2	500	383336353A	D6879	383336354A	26
D	27 FEB 2024 13:08:52	T0001	D2533	Singtel Shop Jurong Point	12753633	Singtel Red Voucher	0009950785Gz2324	7	80	383335673A	D2533	383335674A	25
D	27 FEB 2024 13:09:15	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950793Lg2324	1	80	383337867A	D2623	383337870A	25
D	27 FEB 2024 13:09:41	V6869	D6876	ERAJAYA @ Novena Square	1012515327	Singtel Voucher (SIM Only)	0009821150Gt2324	2	50	383336771A	D6876	383336772A	24
D	27 FEB 2024 13:12:49	T0001	D2533	Singtel Shop Jurong Point	12753636	Singtel Prestige Voucher	0009310888px2324	4	120	383337182A	D2533	383337183A	2
D	27 FEB 2024 13:12:49	T0001	D2533	Singtel Shop Jurong Point	12753636	Singtel Red Voucher	0009556783Qg2324	4	80	383337182A	D2533	383337183A	25
D	27 FEB 2024 13:14:43	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0009950803Qw2324	1	80	383338324A	D2634	383338326A	25
D	27 FEB 2024 13:15:54	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753643	Singtel Red Voucher	0009950787Ns2324	5	80	383337705A	D2531	383337706A	25
D	27 FEB 2024 13:15:54	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753643	Singtel Voucher (XO PLUS 168)	0009549701dR2324	5	200	383337705A	D2531	383337706A	23
D	27 FEB 2024 13:17:30	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950797VZ2324	1	80	383338540A	D2623	383338542A	25
D	27 FEB 2024 13:17:45	V1650	D1660	Polaris Telecom Pte Ltd @ Hougang 1 (1 Fusion)	1012515337	Singtel Rewards Voucher	0009922733Ex2324	1	150	383326174A	D1660	383326175A	22
D	27 FEB 2024 13:27:12	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012515360	Singtel Prestige Voucher	0009633195wE2324	4	120	383337649A	D0595	383337650A	2
D	27 FEB 2024 13:27:12	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012515360	Singtel Voucher (XO Plus 288)	0009801272tG2324	4	500	383337649A	D0595	383337650A	26
D	27 FEB 2024 13:29:24	T0001	D2506	Singtel Shop Causeway Point	12753653	Singtel Red Voucher	0009950788Ew2324	9	80	383338311A	D2506	383338312A	25
D	27 FEB 2024 13:31:15	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753657	Singtel Red Voucher	0009950789Bk2324	6	80	383339220A	D2531	383339221A	25
D	27 FEB 2024 13:31:15	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753657	Singtel Rewards Voucher	0009906544eB2324	6	150	383339220A	D2531	383339221A	22
D	27 FEB 2024 13:35:23	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009270780cg2324	1	120	383340390A	INT1	383340391A	2
D	27 FEB 2024 13:36:30	V1453	D0845	3 Mobile @ Hougang Mall	1012515366	Singtel Prestige Voucher	0009347192Ln2324	5	170	383338433A	D0845	383338434A	2
D	27 FEB 2024 13:36:30	V1453	D0845	3 Mobile @ Hougang Mall	1012515366	Singtel Red Voucher	0009950790ms2324	5	80	383338433A	D0845	383338434A	25
D	27 FEB 2024 13:37:09	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950818kn2324	1	80	383340513A	D2623	383340515A	25
D	27 FEB 2024 13:40:50	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012515370	Singtel Prestige Voucher	0009636052ey2324	2	120		D0532		2
D	27 FEB 2024 13:50:58	V1650	D1658	Polaris Telecom Pte Ltd @ NEX	1012515380	Singtel Red Voucher	0009950794mx2324	8	80	383340833A	D1658	383340834A	25
D	27 FEB 2024 13:50:58	V1650	D1658	Polaris Telecom Pte Ltd @ NEX	1012515380	Singtel Rewards Voucher	0009919065DD2324	8	150	383340833A	D1658	383340834A	22
D	27 FEB 2024 13:53:14	T0001	D2512	Singtel Shop 313@somerset	12753675	Singtel Prestige Voucher	0009273730jn2324	1	120		D2512		2
D	27 FEB 2024 13:53:14	T0001	D2512	Singtel Shop 313@somerset	12753675	Singtel Voucher (Combo 12)	0009319284vK2324	1	500		D2512		21
D	27 FEB 2024 13:53:14	T0001	D2512	Singtel Shop 313@somerset	12753675	Singtel Voucher (SIM Only)	0009949475tA2425	1	100		D2512		24
D	27 FEB 2024 13:55:37	T0001	D2533	Singtel Shop Jurong Point	12753676	Singtel Prestige Voucher	0009543547VX2324	2	120	383341359A	D2533	383341360A	2
D	27 FEB 2024 13:55:37	T0001	D2533	Singtel Shop Jurong Point	12753676	Singtel Voucher (XO Plus 288)	0009896458wP2425	2	500	383341359A	D2533	383341360A	26
D	27 FEB 2024 13:57:59	T0001	D2511	Singtel Shop Bugis Junction	12753677	Singtel Rewards Voucher	0009921643ox2324	4	150	383342042A	D2511	383342043A	22
D	27 FEB 2024 14:00:52	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0009950812YS2324	1	80	383342878A	D2623	383342879A	25
D	27 FEB 2024 14:02:13	V6869	D6878	ERAJAYA @ CIS Roadshow	1012515390	Singtel Red Voucher	0009950791YA2324	2	80	383341299A	D6878	383341300A	25
D	27 FEB 2024 14:06:28	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012515392	Singtel Prestige Voucher	0009849870xE2324	2	120	383338657A	D0533	383338658A	2
D	27 FEB 2024 14:06:28	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012515392	Singtel Red Voucher	0009950800UC2324	2	80	383338657A	D0533	383338658A	25
D	27 FEB 2024 14:16:59	T0001	D2533	Singtel Shop Jurong Point	12753694	Singtel Red Voucher	0009950798wu2324	5	80	383343096A	D2533	383343097A	25
D	27 FEB 2024 14:19:14	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012515399	Singtel Prestige Voucher	0009550741TY2324	2	120	383343076A	D0423	383343077A	2
D	27 FEB 2024 14:19:14	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012515399	Singtel Red Voucher	0009950802Nv2324	2	80	383343076A	D0423	383343077A	25
D	27 FEB 2024 14:21:34	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012515400	Singtel Red Voucher	0009950799Bk2324	1	80	383343253A	D0423	383343254A	25
D	27 FEB 2024 14:21:37	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009922822jm2324	1	150	383344983A	INT1	383344984A	22
D	27 FEB 2024 14:21:43	T0001	D2506	Singtel Shop Causeway Point	12753698	Singtel Rewards Voucher	0009909221zc2324	7	150	383344184A	D2506	383344185A	22
D	27 FEB 2024 14:21:44	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753700	Singtel Prestige Voucher	0009851135MT2324	9	120	383344100A	D2531	383344101A	2
D	27 FEB 2024 14:21:44	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753700	Singtel Red Voucher	0009950795eC2324	9	80	383344100A	D2531	383344101A	25
D	27 FEB 2024 14:27:09	V2456	D0532	Trends 'n' Trendies Pte Ltd @ Causeway Point	 	Singtel Prestige Voucher	0009810434lm2324	1	170	383345409A	D0532	383345410A	2
D	27 FEB 2024 14:28:08	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009141841cY2223	1	120	383345506A	INT1	383345507A	2
D	27 FEB 2024 14:31:15	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Prestige Voucher	0009344830RH2324	1	170	383346014A	D2623	383346015A	2
D	27 FEB 2024 14:33:21	V6869	D6878	ERAJAYA @ CIS Roadshow	1012515405	Singtel Red Voucher	0009950801le2324	2	80	383345029A	D6878	383345030A	25
D	27 FEB 2024 14:34:24	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009848747OS2324	1	120	383346219A	INT1	383346220A	2
D	27 FEB 2024 14:46:28	T0001	D2512	Singtel Shop 313@somerset	12753730	Singtel Prestige Voucher	0009313049cU2324	1	100		D2512		2
D	27 FEB 2024 14:47:21	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753727	Singtel Red Voucher	0009950804Dj2324	4	80	383346837A	D2531	383346838A	25
D	27 FEB 2024 14:47:21	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753727	Singtel Rewards Voucher	0009917661zw2324	4	150	383346837A	D2531	383346838A	22
D	27 FEB 2024 14:50:26	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0009354312nV2324	1	80	383347753A	INT1	383347754A	25
D	27 FEB 2024 14:54:20	V9995	D8256	DS Inhouse  Event - Waterway Pt - POS	 	Singtel Rewards Voucher	0009922575xk2324	1	150	383348145A	D8249	383348146A	22
D	27 FEB 2024 15:02:58	V1453	D0845	3 Mobile @ Hougang Mall	1012515438	Singtel Rewards Voucher	0009909050GB2324	2	150	383347646A	D0845	383347647A	22
D	27 FEB 2024 15:08:03	T0001	D2533	Singtel Shop Jurong Point	12753755	Singtel Prestige Voucher	0009104445RK2223	7	120	383347776A	D2533	383347777A	2
D	27 FEB 2024 15:16:04	T0001	D2509	Singtel Shop Tampines	12753764	Singtel Red Voucher	0009192116Wc2324	7	80	383349620A	D2509	383349621A	25
D	27 FEB 2024 15:21:50	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753766	Singtel Voucher (XO Plus 288)	0009171052Bc2223	1	500		D2531		26
D	27 FEB 2024 15:21:52	V1638	D0688	Novel Communication @ Waterway Point	1012515452	Singtel Prestige Voucher	0009543956bl2324	5	120	383348581A	D0688	383348582A	2
D	27 FEB 2024 15:26:43	T0001	D2512	Singtel Shop 313@somerset	12753768	Singtel Voucher (XO Plus 288)	0009148323Tw2324	6	500		D2512		26
D	27 FEB 2024 15:28:39	V1453	D0423	3 Mobile - Harbourfront Centre Level 2 - D0423	1012515457	Singtel Prestige Voucher	0009812045ev2324	1	170	383349059A	D0423	383349060A	2
D	27 FEB 2024 15:29:32	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012515459	Singtel Red Voucher	0009950807za2324	4	80	383350661A	D1688	383350662A	25
D	27 FEB 2024 15:30:02	T0001	D2533	Singtel Shop Jurong Point	12753770	Singtel Red Voucher	0009950810Ga2324	6	80	383350837A	D2533	383350838A	25
D	27 FEB 2024 15:32:40	T0001	D2519	Eshop Delivery	 	Singtel Red Voucher	0009124829vy2223	1	80	383352022A	INT1	383352023A	25
D	27 FEB 2024 15:36:54	V1650	D1688	Rigel Telecom Pte Ltd @ One Raffles Place	1012515464	Singtel Red Voucher	0009950808rO2324	4	80	383350953A	D1688	383350954A	25
D	27 FEB 2024 15:37:06	T0001	D2533	Singtel Shop Jurong Point	12753774	Singtel Rewards Voucher	0009921132GK2324	3	150	383351443A	D2533	383351444A	22
D	27 FEB 2024 15:37:17	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009269359eg2324	1	170	383352371A	INT1	383352372A	2
D	27 FEB 2024 15:45:15	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012515466	Singtel Rewards Voucher	0009905796UD2324	5	150	383351299A	D1680	383351300A	22
D	27 FEB 2024 15:46:36	T0001	D2512	Singtel Shop 313@somerset	12753786	Singtel Prestige Voucher	0009142492xw2223	1	120	383352847A	D2512	383352848A	2
D	27 FEB 2024 15:50:19	V6869	D6876	ERAJAYA @ Novena Square	1012515470	Singtel Prestige Voucher	0009106412yV2223	2	120		D6876		2
D	27 FEB 2024 15:55:53	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012515475	Singtel Voucher (SIM Only)	0009876599um2425	3	100		D0532		24
D	27 FEB 2024 15:56:48	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012515476	Singtel Rewards Voucher	0009911649Ep2324	4	150	383353177A	D6875	383353178A	22
D	27 FEB 2024 16:01:05	T0001	D2509	Singtel Shop Tampines	12753798	Singtel Prestige Voucher	0009808958vu2324	2	120	383353951A	D2509	383353952A	2
D	27 FEB 2024 16:01:05	T0001	D2509	Singtel Shop Tampines	12753798	Singtel Red Voucher	0009192124aK2324	2	80	383353951A	D2509	383353952A	25
D	27 FEB 2024 16:04:40	V2456	D0556	Trends n Trendies Pte Ltd @ Chinatown Point	1012515481	Singtel Rewards Voucher	0009905381Tt2324	5	150	383353801A	D0556	383353802A	22
D	27 FEB 2024 16:15:02	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0009950815WI2324	1	80	383356330A	D2634	383356331A	25
D	27 FEB 2024 16:19:01	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0009103866Bf2223	1	120	383356619A	INT1	383356620A	2
D	27 FEB 2024 16:19:43	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12753816	Singtel Red Voucher	0009950813Zo2324	3	80	383356347A	D2531	383356348A	25
D	27 FEB 2024 16:23:09	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0009906890GY2324	1	150	383357101A	INT1	383357102A	22
D	27 FEB 2024 16:27:32	V6869	D6877	ERAJAYA @ Toa Payoh	1012515493	Singtel Red Voucher	0009950814aq2324	1	80	383356477A	D6877	383356478A	25
D	27 FEB 2024 16:27:32	V6869	D6877	ERAJAYA @ Toa Payoh	1012515493	Singtel Rewards Voucher	0009904400yq2324	1	150	383356477A	D6877	383356478A	22
D	27 FEB 2024 16:36:34	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0009950825On2324	1	80	383358571A	D2634	383358573A	25
D	27 FEB 2024 16:39:28	V1638	D0688	Novel Communication @ Waterway Point	1012515507	Singtel Voucher (Combo 12)	0009183181Dw2324	8	500		D0688		21
D	27 FEB 2024 16:39:28	V1638	D0688	Novel Communication @ Waterway Point	1012515507	Singtel Voucher (SIM Only)	0009605598AN2324	8	100		D0688		24
D	27 FEB 2024 16:41:23	V1453	D0335	3 Mobile @ Junction 8	1012515503	Singtel Voucher (SIM Only)	0009588232SM2324	2	50		D0335		24
