H	20240904 06:10:45	VoucherInfo	T
Record Type	Date	Vendor Code	Dealer Code	Dealer Name	Receipt no	Type	Voucher No	Quantity	Value	Order ID	Primary Dealer ID	Order Action ID	Voucher Type ID
D	03 SEP 2024 12:11:01	V1638	D0688	Novel Communication @ Waterway Point	1012679091	Singtel Prestige Voucher	0009954295Un2324	3	120	413729159A	D0688	413729160A	2
D	03 SEP 2024 12:12:22	V1453	D0345	3 Mobile @ Compass One	1012679092	Singtel Rewards Voucher	0010195181XG2425	2	150	414070202A	D0345	414070203A	22
D	03 SEP 2024 12:12:36	T0001	D2533	Singtel Shop Jurong Point	12902293	Singtel Prestige Voucher	0010129007Yw2425	9	120	414067317A	D2533	414067318A	2
D	03 SEP 2024 12:12:36	T0001	D2533	Singtel Shop Jurong Point	12902293	Singtel Red Voucher	0010253040AC2425	9	80	414067317A	D2533	414067318A	25
D	03 SEP 2024 12:13:24	V1650	D1674	Polaris Telecom Pte Ltd @ Paya Lebar Square (1 Fusion)	1012679093	Singtel Red Voucher	0010253577ZO2425	2	80	414070575A	D1674	414070576A	25
D	03 SEP 2024 12:13:31	V1638	D0688	Novel Communication @ Waterway Point	1012679094	Singtel Prestige Voucher	0009955914Rz2324	3	120	414069878A	D0688	414069879A	2
D	03 SEP 2024 12:13:31	V1638	D0688	Novel Communication @ Waterway Point	1012679094	Singtel Voucher (Family Plan)	0010181858oM2425	3	500	414069878A	D0688	414069879A	33
D	03 SEP 2024 12:30:10	V1453	D0415	3 Mobile @ ION Orchard	1012679112	Singtel Voucher (Combo 12)	0009638453RQ2324	2	500	414069380A	D0415	414069381A	21
D	03 SEP 2024 12:30:43	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253582pH2425	1	80	414072991A	D2634	414072992A	25
D	03 SEP 2024 12:31:58	V1638	D0688	Novel Communication @ Waterway Point	1012679114	Singtel Prestige Voucher	0009954295Un2324	3	120	413729159A	D0688	413729160A	2
D	03 SEP 2024 12:33:15	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010253606Vm2425	1	80	414073424A	D2634	414073427A	25
D	03 SEP 2024 12:35:24	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253624ap2425	1	80	414073701A	D2623	414073702A	25
D	03 SEP 2024 12:37:33	T0001	D2654	DIGITAL TELESALES (CHAT)	 	Singtel Red Voucher	0010253605KD2425	1	80	414073912A	D2567	414073915A	25
D	03 SEP 2024 12:38:27	V1638	D0688	Novel Communication @ Waterway Point	1012679122	Singtel Prestige Voucher	0009955914Rz2324	3	120	414069878A	D0688	414069879A	2
D	03 SEP 2024 12:38:27	V1638	D0688	Novel Communication @ Waterway Point	1012679122	Singtel Voucher (Family Plan)	0010181858oM2425	3	500	414069878A	D0688	414069879A	33
D	03 SEP 2024 12:42:31	T0001	D2519	Eshop Delivery	 	Singtel Voucher (XO PLUS 168)	0009539902MG2324	1	200	414074421A	INT1	414074422A	23
D	03 SEP 2024 12:46:07	T0001	D2654	DIGITAL TELESALES (CHAT)	 	Singtel Red Voucher	0010253584uc2425	1	80	414074766A	D2522	414074767A	25
D	03 SEP 2024 12:51:13	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253607xQ2425	1	80	414075241A	D2634	414075242A	25
D	03 SEP 2024 12:57:09	T0001	D2506	Singtel Shop Causeway Point	12902344	Singtel Red Voucher	0010253583nZ2425	2	80	414074489A	D2506	414074490A	25
D	03 SEP 2024 13:01:01	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253625SI2425	1	80	414076350A	D2623	414076351A	25
D	03 SEP 2024 13:01:39	T0001	D2509	Singtel Shop Tampines	12902350	Singtel Red Voucher	0010253590uY2425	5	80	414074514A	D2509	414074515A	25
D	03 SEP 2024 13:02:05	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010197924rb2425	1	150	414076482A	INT1	414076483A	22
D	03 SEP 2024 13:02:37	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253595xS2425	1	80	414076545A	D8249	414076547A	25
D	03 SEP 2024 13:03:04	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010219507bK2425	1	200	414076588A	INT1	414076589A	22
D	03 SEP 2024 13:07:01	T0001	D2506	Singtel Shop Causeway Point	12902354	Singtel Prestige Voucher	0009846061BH2324	1	120		D2506		2
D	03 SEP 2024 13:28:11	T0001	D2502	CON OPS MOBILE PREMIUM (ESHOP)	 	Singtel Red Voucher	0010252957Mn2425	1	80	414079227A	DMPCC	414079228A	25
D	03 SEP 2024 13:28:14	T0001	D2509	Singtel Shop Tampines	12902366	Singtel Red Voucher	0010253608yQ2425	4	80	414077705A	D2509	414077706A	25
D	03 SEP 2024 13:31:18	V1638	D0808	Novel Communication @ North Point	1012679172	Singtel Prestige Voucher	0009810635nF2324	2	120	414077891A	D0808	414077892A	2
D	03 SEP 2024 13:31:18	V1638	D0808	Novel Communication @ North Point	1012679172	Singtel Red Voucher	0010166660FG2425	2	80	414077891A	D0808	414077892A	25
D	03 SEP 2024 13:34:52	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010221765AG2425	1	200	414080233A	INT1	414080234A	22
D	03 SEP 2024 13:35:05	V6869	D6879	ERAJAYA @ PAYA LEBAR QUARTER	1012679175	Singtel Rewards Voucher	0010223339Qt2425	2	200	414078444A	D6879	414078445A	22
D	03 SEP 2024 13:44:57	V1650	D1672	Polaris Telecom Pte Ltd @ Loyang Point (1 Fusion)	1012679183	Singtel Prestige Voucher	0010097001BI2425	3	120	414079946A	D1672	414079947A	2
D	03 SEP 2024 13:44:57	V1650	D1672	Polaris Telecom Pte Ltd @ Loyang Point (1 Fusion)	1012679183	Singtel Red Voucher	0010091892Qh2425	3	80	414079946A	D1672	414079947A	25
D	03 SEP 2024 13:45:36	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253598eH2425	1	80	414081357A	D2606	414081359A	25
D	03 SEP 2024 13:47:33	V1650	D1679	Polaris Telecom Pte Ltd @ Heartland Mall (Pod  Contact)	1012679185	Singtel Rewards Voucher	0010209434iV2425	1	200	414080401A	D1679	414080402A	22
D	03 SEP 2024 13:59:49	T0001	D2531	Singtel Shop Ang Mo Kio Hub	12902392	Singtel Red Voucher	0010009762Wq2425	4	80	414081055A	D2531	414081056A	25
D	03 SEP 2024 14:01:42	T0001	D2506	Singtel Shop Causeway Point	12902393	Singtel Rewards Voucher	0010213083kS2425	3	200	414081060A	D2506	414081061A	22
D	03 SEP 2024 14:03:30	V1638	D0666	Novel Communications @ Parkway Parade	1012679195	Singtel Red Voucher	0010253602mG2425	3	80	414082033A	D0666	414082034A	25
D	03 SEP 2024 14:03:30	V1638	D0666	Novel Communications @ Parkway Parade	1012679195	Singtel Rewards Voucher	0010208812nK2425	3	200	414082033A	D0666	414082034A	22
D	03 SEP 2024 14:04:27	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253620uq2425	1	80	414083629A	D2623	414083630A	25
D	03 SEP 2024 14:05:04	T0001	D2638	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 5)	 	Singtel Red Voucher	0010253613ON2425	1	80	414083721A	D2634	414083723A	25
D	03 SEP 2024 14:11:55	T0001	D2512	Singtel Shop 313@somerset	12902401	Singtel Prestige Voucher	0009849587Bv2324	3	170	414083932A	D2512	414083933A	2
D	03 SEP 2024 14:11:55	T0001	D2512	Singtel Shop 313@somerset	12902401	Singtel Red Voucher	0010253599YX2425	3	80	414083932A	D2512	414083933A	25
D	03 SEP 2024 14:11:55	T0001	D2512	Singtel Shop 313@somerset	12902401	Singtel Voucher (SIM Only)	0009982027NF2425	3	100	414083932A	D2512	414083933A	24
D	03 SEP 2024 14:14:25	V1638	D0666	Novel Communications @ Parkway Parade	1012679202	Singtel Prestige Voucher	0009999472Xc2425	1	120	414082710A	D0666	414082711A	2
D	03 SEP 2024 14:14:25	V1638	D0666	Novel Communications @ Parkway Parade	1012679202	Singtel Red Voucher	0010235830vY2425	1	80	414082710A	D0666	414082711A	25
D	03 SEP 2024 14:17:51	V1650	D1674	Polaris Telecom Pte Ltd @ Paya Lebar Square (1 Fusion)	1012679207	Singtel Rewards Voucher	0010213238kV2425	1	200	414082647A	D1674	414082648A	22
D	03 SEP 2024 14:27:55	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253618Sf2425	1	80	414086128A	D2623	414086133A	25
D	03 SEP 2024 14:32:42	T0001	D2642	DH Telesales Inbound	 	Singtel Red Voucher	0010253616hF2425	1	80	414086893A	D2642	414086895A	25
D	03 SEP 2024 14:33:52	T0001	D2533	Singtel Shop Jurong Point	12902434	Singtel Prestige Voucher	0010130307Fr2425	1	120	414085737A	D2533	414085738A	2
D	03 SEP 2024 14:39:32	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0010098830cu2425	1	120	414087499A	INT1	414087500A	2
D	03 SEP 2024 14:39:46	V1638	D0697	Novel Communication @ Hillion Mall	1012679250	Singtel Red Voucher	0010253603wU2425	3	80	414085110A	D0697	414085111A	25
D	03 SEP 2024 14:39:46	V1638	D0697	Novel Communication @ Hillion Mall	1012679250	Singtel Rewards Voucher	0010223945vl2425	3	200	414085110A	D0697	414085111A	22
D	03 SEP 2024 14:42:00	T0001	D2509	Singtel Shop Tampines	12902448	Singtel Rewards Voucher	0010223665Br2425	2	200	414086890A	D2509	414086891A	22
D	03 SEP 2024 14:45:34	T0001	D2506	Singtel Shop Causeway Point	12902454	Singtel Prestige Voucher	0010004193QT2425	8	170	414086562A	D2506	414086563A	2
D	03 SEP 2024 14:46:56	V2456	D0554	Trends n Trendies Pte Ltd @ Tampines One	1012679263	Singtel Prestige Voucher	0010099290gE2425	1	120		D0554		2
D	03 SEP 2024 14:52:56	V6869	D6877	ERAJAYA @ Toa Payoh	1012679266	Singtel Red Voucher	0010253604hm2425	2	80	414087945A	D6877	414087946A	25
D	03 SEP 2024 14:54:56	V1453	D0345	3 Mobile @ Compass One	1012679270	Singtel Prestige Voucher	0009809895YO2324	3	120	414088550A	D0345	414088551A	2
D	03 SEP 2024 14:54:56	V1453	D0345	3 Mobile @ Compass One	1012679270	Singtel Red Voucher	0009638601dQ2324	3	80	414088550A	D0345	414088551A	25
D	03 SEP 2024 14:57:53	T0001	D2512	Singtel Shop 313@somerset	12902468	Singtel Prestige Voucher	0010029839gI2425	2	120	414088736A	D2512	414088737A	2
D	03 SEP 2024 14:57:53	T0001	D2512	Singtel Shop 313@somerset	12902468	Singtel Red Voucher	0010189310IS2425	2	80	414088736A	D2512	414088737A	25
D	03 SEP 2024 14:57:54	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253645WB2425	1	80	414089919A	D2606	414089922A	25
D	03 SEP 2024 15:00:52	V1638	D0808	Novel Communication @ North Point	1012679280	Singtel Red Voucher	0010253601dE2425	2	80	414087813A	D0808	414087814A	25
D	03 SEP 2024 15:01:31	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012679282	Singtel Rewards Voucher	0010221580On2425	1	200	414089329A	D1680	414089330A	22
D	03 SEP 2024 15:01:35	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253628YT2425	1	80	414090447A	D2623	414090448A	25
D	03 SEP 2024 15:04:20	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012679284	Singtel Prestige Voucher	0010098823Dy2425	1	120	414087787A	D0533	414087788A	2
D	03 SEP 2024 15:04:20	V2456	D0533	Trends n Trendies Pte Ltd @ Bukit Panjang Plaza	1012679284	Singtel Red Voucher	0009961526bi2425	1	80	414087787A	D0533	414087788A	25
D	03 SEP 2024 15:10:44	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253667HK2425	1	80	414091340A	D2634	414091342A	25
D	03 SEP 2024 15:19:10	V6869	D6875	ERAJAYA @ Plaza Singapura - D6875	1012679290	Singtel Red Voucher	0010253627gV2425	4	80	414090331A	D6875	414090332A	25
D	03 SEP 2024 15:28:52	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253634Yw2425	1	80	414093050A	D2623	414093053A	25
D	03 SEP 2024 15:34:03	T0001	D2635	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 2)	 	Singtel Red Voucher	0010253649Wa2425	1	80	414093828A	D2634	414093831A	25
D	03 SEP 2024 15:37:55	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253623GX2425	1	80	414094097A	D2606	414094098A	25
D	03 SEP 2024 15:46:31	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253650Tm2425	1	80	414095003A	D2623	414095004A	25
D	03 SEP 2024 15:52:30	V1638	D0666	Novel Communications @ Parkway Parade	1012679319	Singtel Rewards Voucher	0010221363ZQ2425	1	200	414093704A	D0666	414093705A	22
D	03 SEP 2024 15:55:43	V1638	D0688	Novel Communication @ Waterway Point	1012679321	Singtel Prestige Voucher	0009849632Kv2324	2	120	414095162A	D0688	414095163A	2
D	03 SEP 2024 15:55:43	V1638	D0688	Novel Communication @ Waterway Point	1012679321	Singtel Red Voucher	0010253636sO2425	2	80	414095162A	D0688	414095163A	25
D	03 SEP 2024 16:09:46	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253674Pf2425	1	80	414097050A	D2561	414097051A	25
D	03 SEP 2024 16:15:50	V2456	D0554	Trends n Trendies Pte Ltd @ Tampines One	1012679335	Singtel Red Voucher	0010253609cB2425	1	80	414096713A	D0554	414096714A	25
D	03 SEP 2024 16:25:51	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012679340	Singtel Red Voucher	0010253641LY2425	2	80	414097726A	D0532	414097727A	25
D	03 SEP 2024 16:27:22	V1638	D0693	Novel Communication @ Tiong Bahru Plaza	1012679345	Singtel Red Voucher	0010124619fR2425	3	80	414094945A	D0693	414094946A	25
D	03 SEP 2024 16:30:49	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253654kn2425	1	80	414099049A	D2606	414099052A	25
D	03 SEP 2024 16:43:22	V2456	D0554	Trends n Trendies Pte Ltd @ Tampines One	1012679357	Singtel Rewards Voucher	0010229994Ki2425	4	200	414099373A	D0554	414099374A	22
D	03 SEP 2024 16:46:50	V1638	D0688	Novel Communication @ Waterway Point	1012679361	Singtel Prestige Voucher	0010128677cR2425	1	120	414099619A	D0688	414099620A	2
D	03 SEP 2024 16:46:50	V1638	D0688	Novel Communication @ Waterway Point	1012679361	Singtel Red Voucher	0009557150jQ2324	1	80	414099619A	D0688	414099620A	25
D	03 SEP 2024 16:47:00	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253643CA2425	1	80	414100508A	D2606	414100510A	25
D	03 SEP 2024 16:58:01	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253656pS2425	1	80	414101632A	D2623	414101633A	25
D	03 SEP 2024 16:59:49	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253660rY2425	1	80	414101924A	D2634	414101925A	25
D	03 SEP 2024 17:10:14	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253658eR2425	1	80	414102681A	D2634	414102683A	25
D	03 SEP 2024 17:10:37	T0001	D2635	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 2)	 	Singtel Red Voucher	0010253668vP2425	1	80	414102701A	D2634	414102702A	25
D	03 SEP 2024 17:40:10	V1638	D0688	Novel Communication @ Waterway Point	1012679405	Singtel Red Voucher	0010014220ym2425	1	80	414103146A	D0688	414103147A	25
D	03 SEP 2024 17:40:24	T0001	D2519	Eshop Delivery	 	Singtel Voucher (XO Plus 288)	0010251063Ca2223	1	500	414105719A	INT1	414105720A	26
D	03 SEP 2024 17:41:28	V1638	D0666	Novel Communications @ Parkway Parade	1012679407	Singtel Prestige Voucher	0010126721kG2425	1	120	413678955A	D0666	413678956A	2
D	03 SEP 2024 18:03:37	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010253672pA2425	1	80	414108577A	D2606	414108578A	25
D	03 SEP 2024 18:11:54	V1638	D0688	Novel Communication @ Waterway Point	1012679435	Singtel Voucher (SIM Only)	0010108706Ul2425	1	50		D0688		24
D	03 SEP 2024 18:21:34	V6869	D6877	ERAJAYA @ Toa Payoh	1012679438	Singtel Red Voucher	0010253664Tl2425	1	80	414109141A	D6877	414109142A	25
D	03 SEP 2024 18:35:22	V1650	D1680	Rigel Telecom Pte Ltd @ Bedok Mall	1012679451	Singtel Rewards Voucher	0010215527IX2425	1	200	414111121A	D1680	414111123A	22
D	03 SEP 2024 18:37:52	T0001	D2616	DIGITAL TELESALES (ONLINE ASSISTED INBOUND)	 	Singtel Red Voucher	0010134726cA2425	1	80	414112433A	D2606	414112435A	25
D	03 SEP 2024 18:41:30	V2456	D0595	Trends n Trendies Pte Ltd @ Raffles City	1012679455	Singtel Rewards Voucher	0010231345MM2425	1	200	414111771A	D0595	414111772A	22
D	03 SEP 2024 18:41:50	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010252404Lo2425	1	80	414112948A	D2623	414112949A	25
D	03 SEP 2024 18:42:33	V1453	D0345	3 Mobile @ Compass One	1012679457	Singtel Prestige Voucher	0010177638QD2425	1	120	414111404A	D0345	414111405A	2
D	03 SEP 2024 18:52:30	V1638	D0697	Novel Communication @ Hillion Mall	 	Singtel Red Voucher	0010253688Cn2425	1	80	414113974A	D0689	414113975A	25
D	03 SEP 2024 18:56:15	V1638	D0698	Novel Communication @ Lot 1  Shoppers Mall	1012679468	Singtel Rewards Voucher	0010216035pC2425	1	200	414113555A	D0698	414113556A	22
D	03 SEP 2024 18:58:03	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253676Hn2425	1	80	414114458A	D2634	414114462A	25
D	03 SEP 2024 19:07:34	V1650	D1678	Polaris Telecom Pte Ltd @ Yishun Junction 9 (Call Mobile Pte	1012679484	Singtel Prestige Voucher	0009893655Yt2324	1	120	414114152A	D1678	414114153A	2
D	03 SEP 2024 19:11:51	V1453	D0345	3 Mobile @ Compass One	1012679492	Singtel Red Voucher	0010237826Oy2425	3	80	414106304A	D0345	414106305A	25
D	03 SEP 2024 19:13:36	V1638	D0697	Novel Communication @ Hillion Mall	1012679494	Singtel Red Voucher	0010253677Za2425	2	80	414114596A	D0697	414114597A	25
D	03 SEP 2024 19:38:56	T0001	D2634	DIGITAL TELESALES (KCC SUDONG INBOUND TEAM 1)	 	Singtel Red Voucher	0010253682bh2425	1	80	414117511A	D2634	414117512A	25
D	03 SEP 2024 19:45:11	V1638	D0688	Novel Communication @ Waterway Point	1012679517	Singtel Prestige Voucher	0009631803Rf2324	1	120	414116693A	D0688	414116694A	2
D	03 SEP 2024 19:45:11	V1638	D0688	Novel Communication @ Waterway Point	1012679517	Singtel Red Voucher	0009556254IT2324	1	80	414116693A	D0688	414116694A	25
D	03 SEP 2024 19:49:31	V1453	D0345	3 Mobile @ Compass One	1012679520	Singtel Red Voucher	0010022792bp2425	1	80	414117299A	D0345	414117300A	25
D	03 SEP 2024 19:54:05	T0001	D2519	Eshop Delivery	 	Singtel Rewards Voucher	0010222844wh2425	1	200	414118567A	INT1	414118568A	22
D	03 SEP 2024 19:59:32	V6869	D6877	ERAJAYA @ Toa Payoh	1012679526	Singtel Prestige Voucher	0009635887Da2324	1	120		D6877		2
D	03 SEP 2024 19:59:32	V6869	D6877	ERAJAYA @ Toa Payoh	1012679526	Singtel Voucher (XO Plus 288)	0009985058cC2425	1	500		D6877		26
D	03 SEP 2024 19:59:56	V2456	D0556	Trends n Trendies Pte Ltd @ Chinatown Point	1012679525	Singtel Rewards Voucher	0010215423hi2425	1	200	414114280A	D0556	414114281A	22
D	03 SEP 2024 20:06:19	V1638	D0689	Novel Communication @ Clementi Mall	1012679535	Singtel Prestige Voucher	0009997413II2425	2	120	414118072A	D0689	414118073A	2
D	03 SEP 2024 20:06:19	V1638	D0689	Novel Communication @ Clementi Mall	1012679535	Singtel Red Voucher	0010102370eM2425	2	80	414118072A	D0689	414118073A	25
D	03 SEP 2024 20:19:03	T0001	D2623	Digital Sales Online Liveperson	 	Singtel Red Voucher	0010253694ka2425	1	80	414120020A	D2623	414120022A	25
D	03 SEP 2024 20:24:01	T0001	D2519	Eshop Delivery	 	Singtel Prestige Voucher	0010100378Vb2425	1	120	414120356A	INT1	414120357A	2
D	03 SEP 2024 20:32:50	V1638	D0688	Novel Communication @ Waterway Point	1012679556	Singtel Prestige Voucher	0010031550LW2425	2	120	414119619A	D0688	414119620A	2
D	03 SEP 2024 20:36:50	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012679559	Singtel Prestige Voucher	0009594289TN2324	2	120	414120340A	D0532	414120341A	2
D	03 SEP 2024 20:36:50	V2456	D0532	Trends n Trendies Pte Ltd @ Causeway Point	1012679559	Singtel Red Voucher	0010251828Mi2425	2	80	414120340A	D0532	414120341A	25
